Trial,rep,col,row,yield,geno
08RS,1,2,25,2.904,G050
08RS,2,8,18,2.536,G050
08RS,1,1,8,2.495,G008
08RS,2,8,1,2.452,G008
08RS,2,11,12,2.487,G004
08RS,1,1,4,2.442,G004
08RS,2,12,18,3.17,G147
08RS,1,6,20,3.089,G147
08RS,2,8,15,2.596,G077
08RS,1,3,26,2.322,G077
08RS,2,9,17,2.67,G064
08RS,1,3,13,2.576,G064
08RS,1,2,8,2.66,G033
08RS,2,7,6,2.589,G033
08RS,2,11,13,3.429,G042
08RS,1,2,17,3.287,G042
08RS,2,9,14,2.761,G062
08RS,1,3,11,2.716,G062
08RS,2,9,19,2.774,G099
08RS,1,4,22,2.673,G099
08RS,2,12,12,3.15,G088
08RS,1,4,11,2.858,G088
08RS,1,3,2,2.723,G053
08RS,2,7,8,2.673,G053
08RS,2,9,25,2.746,G019
08RS,1,1,19,2.67,G019
08RS,2,7,16,2.929,G149
08RS,1,6,22,2.822,G149
08RS,1,2,13,1.622,G038
08RS,2,11,15,1.442,G038
08RS,1,6,5,3.102,G132
08RS,2,9,20,2.995,G132
08RS,2,8,14,2.739,G103
08RS,1,4,26,2.137,G103
08RS,1,5,16,2.769,G118
08RS,2,10,26,2.325,G118
08RS,2,10,14,3.061,G081
08RS,1,4,4,2.693,G081
08RS,2,12,4,3.043,G027
08RS,1,2,2,2.64,G027
08RS,2,11,24,2.67,G152
08RS,1,6,25,2.566,G152
08RS,2,8,2,2.564,G070
08RS,1,3,19,2.33,G070
08RS,2,12,7,3.013,G057
08RS,1,3,6,2.576,G057
08RS,2,9,15,2.977,G097
08RS,1,4,20,2.602,G097
08RS,1,5,14,2.485,G116
08RS,2,10,8,2.419,G116
08RS,1,5,3,3.178,G106
08RS,2,9,11,3.173,G106
08RS,1,4,10,2.475,G087
08RS,2,8,24,2.226,G087
08RS,2,8,12,2.518,G034
08RS,1,2,9,2.378,G034
08RS,2,12,10,3.061,G069
08RS,1,3,18,2.637,G069
08RS,1,4,1,2.977,G078
08RS,2,7,20,2.835,G078
08RS,2,12,2,3.089,G029
08RS,1,2,4,2.916,G029
08RS,1,1,18,3.099,G018
08RS,2,9,5,2.541,G018
08RS,1,4,14,3.244,G091
08RS,2,9,3,2.614,G091
08RS,1,1,20,3.008,G020
08RS,2,10,18,2.564,G020
08RS,2,8,16,2.845,G022
08RS,1,1,22,2.749,G022
08RS,2,11,11,3.226,G140
08RS,1,6,13,2.82,G140
08RS,2,7,10,2.515,G137
08RS,1,6,10,2.495,G137
08RS,1,1,26,2.949,G025
08RS,2,7,19,2.591,G025
08RS,2,12,22,2.858,G093
08RS,1,4,16,2.68,G093
08RS,1,1,5,2.749,G005
08RS,2,7,25,2.533,G005
08RS,2,8,20,2.957,G052
08RS,1,3,1,2.558,G052
08RS,1,3,4,2.584,G055
08RS,2,10,7,2.236,G055
08RS,1,4,7,3.046,G084
08RS,2,9,16,2.817,G084
08RS,2,12,14,3.305,G126
08RS,1,5,25,2.657,G126
08RS,2,12,8,3.378,G074
08RS,1,3,23,2.888,G074
08RS,2,12,19,3.14,G060
08RS,1,3,9,3.071,G060
08RS,2,10,13,3.211,G127
08RS,1,5,26,2.66,G127
08RS,1,1,15,3.02,G015
08RS,2,9,22,2.952,G015
08RS,2,8,25,3.289,G153
08RS,1,6,26,3.084,G153
08RS,2,7,5,3,G001
08RS,1,1,1,2.995,G001
08RS,2,7,17,3.084,G090
08RS,1,4,13,2.97,G090
08RS,1,1,10,2.848,G010
08RS,2,7,11,2.561,G010
08RS,1,5,1,3.216,G104
08RS,2,9,23,2.708,G104
08RS,2,12,17,3.338,G112
08RS,1,5,10,3.315,G112
08RS,2,12,20,3.031,G023
08RS,1,1,24,2.833,G023
08RS,2,12,1,3.272,G056
08RS,1,3,5,3.218,G056
08RS,1,2,6,3.17,G031
08RS,2,8,13,3.053,G031
08RS,2,8,9,3.432,G083
08RS,1,4,6,3.376,G083
08RS,1,5,4,3.025,G107
08RS,2,8,21,2.48,G107
08RS,1,6,24,3.292,G151
08RS,2,10,12,3.234,G151
08RS,1,6,6,3.256,G133
08RS,2,9,7,2.711,G133
08RS,1,6,16,3.003,G143
08RS,2,7,13,2.454,G143
08RS,2,9,21,2.967,G073
08RS,1,3,22,2.827,G073
08RS,2,9,12,3.584,G109
08RS,1,5,6,3.411,G109
08RS,2,11,14,3.487,G111
08RS,1,5,9,3.043,G111
08RS,1,3,25,3.175,G076
08RS,2,8,26,3.16,G076
08RS,2,10,10,2.99,G098
08RS,1,4,21,2.513,G098
08RS,1,3,10,2.355,G061
08RS,2,10,6,1.561,G061
08RS,1,6,3,2.896,G130
08RS,2,7,26,2.393,G130
08RS,2,11,2,2.916,G146
08RS,1,6,19,2.531,G146
08RS,2,12,24,2.825,G117
08RS,1,5,15,2.67,G117
08RS,1,1,12,3.061,G012
08RS,2,7,23,2.599,G012
08RS,1,6,7,2.954,G134
08RS,2,11,23,2.411,G134
08RS,1,5,13,2.564,G115
08RS,2,9,26,2.289,G115
08RS,1,5,7,3.772,G110
08RS,2,8,19,3.203,G110
08RS,2,11,5,3.277,G014
08RS,1,1,14,2.764,G014
08RS,1,1,25,3.086,G024
08RS,2,10,19,2.624,G024
08RS,1,1,17,2.015,G017
08RS,2,12,3,1.932,G017
08RS,1,3,20,2.327,G071
08RS,2,7,7,2.254,G071
08RS,2,8,5,2.807,G094
08RS,1,4,17,2.723,G094
08RS,1,5,20,2.698,G121
08RS,2,11,21,2.523,G121
08RS,1,5,17,2.721,G119
08RS,2,9,6,2.185,G119
08RS,2,9,13,3.211,G013
08RS,1,1,13,3.211,G013
08RS,2,11,8,3.541,G144
08RS,1,6,17,3.203,G144
08RS,1,5,2,3.251,G105
08RS,2,7,14,2.251,G105
08RS,1,2,15,2.871,G040
08RS,2,11,26,2.307,G040
08RS,1,6,4,3.485,G131
08RS,2,9,18,2.99,G131
08RS,2,10,17,3.129,G124
08RS,1,5,23,2.485,G124
08RS,2,8,7,3.325,G089
08RS,1,4,12,3.132,G089
08RS,1,6,1,3.31,G128
08RS,2,10,1,2.883,G128
08RS,2,11,6,3.322,G041
08RS,1,2,16,2.909,G041
08RS,2,7,18,2.959,G125
08RS,1,5,24,2.934,G125
08RS,2,8,11,2.992,G002
08RS,1,1,2,2.769,G002
08RS,1,3,12,3.234,G063
08RS,2,11,18,3.15,G063
08RS,2,10,15,3.566,G054
08RS,1,3,3,2.937,G054
08RS,1,4,2,3.366,G079
08RS,2,9,9,3.135,G079
08RS,2,11,16,3.086,G135
08RS,1,6,8,2.893,G135
08RS,2,11,4,3.069,G141
08RS,1,6,14,2.695,G141
08RS,1,2,10,2.911,G035
08RS,2,7,2,2.528,G035
08RS,2,7,12,2.848,G096
08RS,1,4,19,2.642,G096
08RS,2,12,6,2.967,G011
08RS,1,1,11,2.772,G011
08RS,2,12,9,3.127,G138
08RS,1,6,11,2.914,G138
08RS,1,4,8,3.261,G085
08RS,2,11,25,2.673,G085
08RS,1,2,14,2.868,G039
08RS,2,11,19,2.586,G039
08RS,1,3,24,2.881,G075
08RS,2,11,17,2.553,G075
08RS,2,8,10,2.812,G114
08RS,1,5,12,2.48,G114
08RS,1,5,21,2.515,G122
08RS,2,7,22,2.294,G122
08RS,1,6,2,3.064,G129
08RS,2,11,20,2.911,G129
08RS,2,8,6,2.546,G102
08RS,1,4,25,2.477,G102
08RS,1,2,26,2.459,G051
08RS,2,8,23,2.246,G051
08RS,1,6,21,2.708,G148
08RS,2,12,26,2.345,G148
08RS,2,8,3,2.662,G095
08RS,1,4,18,2.373,G095
08RS,2,7,24,2.366,G113
08RS,1,5,11,2.35,G113
08RS,1,2,19,2.508,G044
08RS,2,10,9,2.16,G044
08RS,1,2,12,2.863,G037
08RS,2,7,9,2.543,G037
08RS,1,1,16,3.147,G016
08RS,2,10,20,2.942,G016
08RS,2,8,8,0.99,G092
08RS,1,4,15,0.627,G092
08RS,1,4,9,2.206,G086
08RS,2,10,24,1.528,G086
08RS,2,12,13,3.173,G009
08RS,1,5,8,3.089,G009
08RS,1,1,9,3.043,G009
08RS,2,11,10,2.985,G009
08RS,1,1,23,2.937,G009
08RS,2,12,5,2.751,G009
08RS,1,5,18,2.698,G009
08RS,2,10,21,2.596,G009
08RS,1,1,21,2.881,G021
08RS,2,10,2,2.607,G021
08RS,1,6,12,3.132,G139
08RS,2,9,4,2.333,G139
08RS,1,3,7,3.038,G058
08RS,2,8,22,2.777,G058
08RS,2,12,11,3.033,G043
08RS,1,2,18,2.893,G043
08RS,1,2,5,2.848,G030
08RS,2,11,22,2.794,G030
08RS,1,3,15,2.713,G066
08RS,2,9,2,2.335,G066
08RS,1,2,24,2.739,G049
08RS,2,7,1,2.569,G049
08RS,1,2,11,2.944,G036
08RS,2,7,3,2.564,G036
08RS,1,2,7,2.741,G032
08RS,2,12,16,2.69,G032
08RS,1,3,17,2.772,G068
08RS,2,12,25,2.201,G068
08RS,1,2,23,2.863,G048
08RS,2,10,23,2.401,G048
08RS,1,6,23,2.749,G150
08RS,2,9,24,2.548,G150
08RS,1,3,16,3.074,G067
08RS,2,8,17,2.899,G067
08RS,1,3,8,2.822,G059
08RS,2,11,1,2.767,G059
08RS,1,2,21,2.802,G046
08RS,2,7,15,2.647,G046
08RS,1,1,3,2.886,G003
08RS,2,12,23,2.845,G003
08RS,2,11,3,3.038,G123
08RS,1,5,22,2.693,G123
08RS,2,7,4,3.619,G006
08RS,1,1,6,3.216,G006
08RS,1,4,5,2.848,G082
08RS,2,12,15,2.498,G082
08RS,1,5,5,3.244,G108
08RS,2,9,10,3.094,G108
08RS,1,2,22,3.183,G047
08RS,2,10,3,2.52,G047
08WH,1,2,18,2.993,G165
08WH,2,9,4,2.913,G165
08WH,1,5,11,2.845,G166
08WH,2,7,9,2.743,G166
08WH,1,6,1,2.976,G026
08WH,2,10,15,2.973,G026
08WH,2,9,20,2.701,G145
08WH,1,2,2,2.351,G145
08WH,1,4,4,2.309,G101
08WH,2,9,11,2.274,G101
08WH,2,8,13,2.447,G072
08WH,1,1,15,2.067,G072
08WH,1,2,20,3.071,G065
08WH,2,8,12,2.861,G065
08WH,2,8,29,2.658,G136
08WH,1,1,8,2.523,G136
08WH,2,8,18,1.935,G007
08WH,1,4,29,1.555,G007
08WH,1,2,5,2.432,G028
08WH,2,7,10,2.386,G028
08WH,2,12,3,3.015,G080
08WH,1,3,23,2.367,G080
08WH,2,7,27,2.414,G045
08WH,1,6,22,2.146,G045
08WH,1,3,8,2.674,G050
08WH,2,11,29,2.487,G050
08WH,1,1,20,2.316,G008
08WH,2,8,9,2.103,G008
08WH,1,5,5,2.271,G004
08WH,2,7,13,2.132,G004
08WH,2,10,19,2.843,G147
08WH,2,8,15,2.58,G147
08WH,1,2,21,2.402,G147
08WH,1,3,24,1.979,G147
08WH,2,10,18,2.885,G077
08WH,1,4,10,2.503,G077
08WH,2,9,16,3.002,G064
08WH,1,1,1,2.902,G064
08WH,2,7,19,3.289,G033
08WH,1,2,24,2.343,G033
08WH,2,8,28,3.004,G042
08WH,1,1,27,2.513,G042
08WH,2,7,15,2.66,G062
08WH,1,6,29,2.1,G062
08WH,1,6,13,3.034,G099
08WH,2,10,14,2.967,G099
08WH,2,12,18,2.781,G088
08WH,1,3,5,2.632,G088
08WH,2,9,29,3.101,G154
08WH,1,1,2,2.167,G154
08WH,2,11,18,2.967,G053
08WH,1,1,10,2.615,G053
08WH,2,7,1,2.748,G019
08WH,1,2,15,2.508,G019
08WH,1,6,3,3.04,G149
08WH,2,8,16,3.023,G149
08WH,1,4,6,2.731,G038
08WH,2,8,19,2.449,G038
08WH,2,12,2,2.568,G132
08WH,1,3,2,2.447,G132
08WH,1,3,12,3.72,G103
08WH,2,10,3,3.184,G103
08WH,2,10,17,3.12,G118
08WH,1,2,23,2.526,G118
08WH,1,3,17,3.343,G081
08WH,2,12,12,3.316,G081
08WH,1,5,27,3.378,G027
08WH,2,8,4,3.304,G027
08WH,1,3,14,3.05,G152
08WH,2,7,28,2.431,G152
08WH,2,8,20,2.071,G070
08WH,1,5,17,2.005,G070
08WH,2,10,7,2.725,G057
08WH,1,1,17,2.61,G057
08WH,2,7,8,3.397,G097
08WH,1,2,28,2.38,G097
08WH,1,5,21,3.07,G116
08WH,2,10,4,2.802,G116
08WH,1,3,9,3.266,G106
08WH,2,11,16,2.984,G106
08WH,2,7,4,2.624,G087
08WH,1,2,11,2.337,G087
08WH,1,3,13,2.27,G034
08WH,2,12,10,2.062,G034
08WH,2,10,29,3.46,G069
08WH,1,1,9,3.057,G069
08WH,2,7,11,2.28,G078
08WH,1,2,14,2.132,G078
08WH,2,7,3,2.656,G029
08WH,1,2,10,2.277,G029
08WH,2,11,27,2.911,G018
08WH,1,1,4,2.523,G018
08WH,1,6,20,3.083,G091
08WH,2,7,18,2.998,G091
08WH,1,5,4,3.497,G155
08WH,2,10,16,3.007,G155
08WH,2,8,23,3.022,G022
08WH,1,6,14,2.612,G022
08WH,2,8,26,2.816,G156
08WH,1,6,26,2.527,G156
08WH,2,7,7,3.438,G140
08WH,1,5,22,2.889,G140
08WH,1,2,22,2.357,G137
08WH,2,11,10,2.209,G137
08WH,2,12,11,2.535,G025
08WH,1,4,1,2.14,G025
08WH,1,2,19,2.847,G093
08WH,2,7,2,2.645,G093
08WH,2,12,19,3.451,G005
08WH,1,5,2,3.339,G005
08WH,2,9,7,2.933,G052
08WH,1,4,16,2.919,G052
08WH,2,10,20,3.159,G157
08WH,1,2,6,2.681,G157
08WH,2,8,8,2.926,G055
08WH,1,5,14,2.901,G055
08WH,1,4,7,2.864,G158
08WH,2,7,24,2.59,G158
08WH,1,5,25,2.081,G084
08WH,2,12,26,1.902,G084
08WH,1,3,18,2.703,G126
08WH,2,11,1,2.661,G126
08WH,2,11,11,2.865,G074
08WH,1,6,2,2.577,G074
08WH,2,9,15,2.88,G060
08WH,1,2,13,2.754,G060
08WH,2,9,2,2.557,G127
08WH,1,5,16,2.331,G127
08WH,1,5,9,2.881,G015
08WH,2,12,21,2.864,G015
08WH,1,5,8,2.843,G153
08WH,2,10,27,2.471,G153
08WH,1,5,18,2.835,G001
08WH,2,11,2,2.692,G001
08WH,2,10,21,3.593,G090
08WH,1,1,28,2.715,G090
08WH,2,12,16,3.019,G010
08WH,1,4,27,2.91,G010
08WH,1,1,12,2.703,G104
08WH,2,11,7,2.58,G104
08WH,2,7,22,2.843,G112
08WH,1,4,12,2.661,G112
08WH,1,5,1,3.491,G023
08WH,2,11,21,3.126,G023
08WH,1,3,7,2.612,G056
08WH,2,12,4,2.538,G056
08WH,2,7,21,2.957,G031
08WH,1,6,12,2.805,G031
08WH,2,10,11,2.215,G083
08WH,1,4,9,2.023,G083
08WH,1,4,18,2.658,G107
08WH,2,11,5,2.644,G107
08WH,2,9,28,2.634,G151
08WH,1,4,13,2.323,G151
08WH,2,11,22,2.908,G133
08WH,1,3,27,2.803,G133
08WH,2,8,25,2.312,G143
08WH,1,3,4,2.247,G143
08WH,2,10,25,3.472,G073
08WH,1,6,16,2.679,G073
08WH,2,7,25,2.654,G109
08WH,1,5,24,2.574,G109
08WH,2,9,8,3.163,G111
08WH,1,4,23,2.635,G111
08WH,2,12,1,3.025,G076
08WH,1,4,25,2.892,G076
08WH,2,12,15,3.226,G098
08WH,1,4,3,2.956,G098
08WH,2,8,6,1.827,G061
08WH,1,3,29,1.742,G061
08WH,2,8,5,2.632,G130
08WH,1,5,23,2.623,G130
08WH,2,7,14,2.623,G146
08WH,1,2,7,2.582,G146
08WH,1,3,21,2.48,G159
08WH,1,3,10,2.891,G117
08WH,2,8,21,2.717,G117
08WH,1,5,15,2.76,G012
08WH,2,12,9,2.656,G012
08WH,1,5,19,2.841,G134
08WH,2,11,3,2.754,G134
08WH,1,6,5,2.567,G115
08WH,2,12,27,2.505,G115
08WH,1,2,3,3.068,G110
08WH,1,6,27,2.922,G110
08WH,2,8,2,2.615,G110
08WH,2,10,10,2.525,G110
08WH,2,9,19,2.524,G014
08WH,1,2,9,2.229,G014
08WH,2,9,27,3.256,G024
08WH,1,3,26,2.794,G024
08WH,2,11,25,3.262,G017
08WH,1,1,13,3.151,G017
08WH,2,11,14,2.703,G071
08WH,1,6,4,2.601,G071
08WH,1,5,7,3.188,G094
08WH,2,10,22,3.184,G094
08WH,2,12,24,3.071,G121
08WH,1,4,2,2.472,G121
08WH,2,11,24,3.353,G119
08WH,1,6,8,2.95,G119
08WH,1,3,11,3.024,G013
08WH,2,8,27,2.854,G013
08WH,2,11,19,3.258,G144
08WH,1,3,22,2.756,G144
08WH,2,8,24,3.475,G105
08WH,1,5,26,3.004,G105
08WH,2,12,13,3.742,G040
08WH,1,2,27,2.386,G040
08WH,1,3,19,2.501,G131
08WH,2,7,26,2.362,G131
08WH,2,9,25,2.889,G124
08WH,1,1,26,2.431,G124
08WH,2,12,17,3.329,G089
08WH,1,4,11,2.742,G089
08WH,1,4,5,2.917,G128
08WH,2,9,18,2.804,G128
08WH,1,5,10,3.246,G041
08WH,2,11,9,2.692,G041
08WH,1,1,18,3.213,G125
08WH,2,9,6,2.987,G125
08WH,1,3,15,3.709,G002
08WH,2,9,26,2.891,G002
08WH,1,4,17,2.36,G063
08WH,2,8,1,2.296,G063
08WH,2,8,17,3.291,G054
08WH,1,2,25,3.22,G054
08WH,2,12,5,3.317,G079
08WH,1,1,24,3.113,G079
08WH,2,11,23,3.527,G135
08WH,1,2,8,3.002,G135
08WH,1,1,16,3.205,G141
08WH,2,7,6,2.798,G141
08WH,2,12,6,2.228,G035
08WH,1,2,26,1.975,G035
08WH,2,10,8,2.768,G096
08WH,1,3,20,2.731,G096
08WH,2,10,6,2.699,G160
08WH,1,6,25,2.599,G160
08WH,1,2,1,2.759,G011
08WH,2,10,2,2.718,G011
08WH,1,1,5,2.478,G138
08WH,2,7,12,3.021,G138
08WH,1,4,28,2.845,G161
08WH,2,8,22,2.843,G161
08WH,2,7,20,2.656,G085
08WH,1,6,21,2.206,G085
08WH,1,4,14,2.502,G039
08WH,2,9,1,2.495,G039
08WH,2,8,3,2.625,G075
08WH,1,4,24,2.129,G075
08WH,2,10,5,2.703,G162
08WH,1,5,20,2.438,G162
08WH,2,9,3,3.015,G114
08WH,1,4,21,2.463,G114
08WH,2,7,5,2.728,G122
08WH,1,3,25,2.17,G122
08WH,1,3,16,2.94,G129
08WH,2,10,12,2.105,G129
08WH,2,11,13,2.104,G102
08WH,1,1,29,0.967,G102
08WH,1,6,17,2.246,G051
08WH,2,9,10,2.149,G051
08WH,1,4,15,3.071,G148
08WH,2,9,21,2.812,G148
08WH,2,12,25,2.223,G095
08WH,1,5,29,2.094,G095
08WH,1,5,28,3.013,G113
08WH,2,12,20,2.878,G113
08WH,1,4,8,2.166,G044
08WH,2,10,9,2.155,G044
08WH,1,3,3,3.033,G163
08WH,2,11,12,2.933,G163
08WH,1,5,6,2.158,G037
08WH,2,11,17,2.154,G037
08WH,1,5,3,3.072,G016
08WH,2,11,28,2.749,G016
08WH,2,7,17,2.384,G016
08WH,1,6,15,2.184,G016
08WH,2,9,23,2.039,G092
08WH,1,2,4,1.223,G092
08WH,1,6,23,2.87,G086
08WH,2,11,6,2.655,G086
08WH,2,10,26,3.289,G009
08WH,1,2,29,3.081,G009
08WH,1,6,11,2.165,G021
08WH,2,7,29,1.678,G021
08WH,1,2,17,3.231,G139
08WH,2,12,23,3.01,G139
08WH,1,6,6,2.706,G058
08WH,2,10,13,2.535,G058
08WH,1,1,22,3.224,G043
08WH,2,9,22,3.106,G043
08WH,2,12,8,2.936,G030
08WH,1,6,9,2.899,G030
08WH,2,11,26,2.434,G066
08WH,1,1,7,1.957,G066
08WH,2,9,9,2.501,G049
08WH,1,6,18,2.269,G049
08WH,2,12,7,2.986,G036
08WH,1,3,1,2.714,G036
08WH,2,12,14,3.077,G032
08WH,1,6,28,2.719,G032
08WH,2,7,23,2.698,G068
08WH,1,4,26,2.405,G068
08WH,1,4,22,2.521,G048
08WH,2,8,11,2.509,G048
08WH,1,6,7,3.029,G150
08WH,2,11,15,2.899,G150
08WH,2,9,5,3.18,G067
08WH,1,1,11,2.717,G067
08WH,1,1,3,2.455,G059
08WH,2,8,10,2.147,G059
08WH,1,3,28,3.299,G046
08WH,2,9,12,2.926,G046
08WH,2,12,29,2.293,G003
08WH,1,6,24,2.261,G003
08WH,1,3,6,2.45,G123
08WH,2,10,1,3.107,G123
08WH,2,10,23,3.196,G006
08WH,2,8,7,3.127,G006
08WH,1,1,23,3.122,G006
08WH,1,1,25,2.529,G006
08WH,2,10,24,3.15,G082
08WH,1,5,12,2.323,G082
08WH,2,11,8,2.921,G108
08WH,1,5,13,2.712,G108
08WH,2,10,28,3.28,G047
08WH,1,2,16,3.172,G047
08WH,1,2,12,2.961,G164
08WH,2,12,28,2.663,G164
09CM,2,9,14,1.643,G165
09CM,1,2,27,2.536,G165
09CM,2,11,20,2.176,G166
09CM,1,5,18,1.853,G142
09CM,2,7,28,1.952,G142
09CM,2,11,31,2.669,G026
09CM,1,6,12,2.765,G026
09CM,1,5,32,2.524,G145
09CM,2,8,9,2.231,G145
09CM,2,9,28,1.481,G145
09CM,1,3,7,1.71,G145
09CM,2,11,17,1.968,G101
09CM,1,6,9,2.203,G101
09CM,1,4,21,2.334,G072
09CM,1,3,33,1.924,G167
09CM,2,8,2,1.872,G167
09CM,2,9,9,2.26,G065
09CM,1,3,30,2.736,G065
09CM,1,6,27,2.621,G065
09CM,2,11,15,2.491,G065
09CM,1,4,31,1.796,G136
09CM,2,11,22,1.929,G136
09CM,2,10,31,1.88,G007
09CM,1,3,14,1.515,G007
09CM,1,3,17,1.428,G028
09CM,2,12,5,1.751,G028
09CM,1,3,20,1.642,G080
09CM,2,8,6,1.865,G080
09CM,1,3,15,1.432,G045
09CM,2,11,33,1.768,G050
09CM,1,2,23,1.929,G050
09CM,2,7,16,1.622,G168
09CM,1,1,30,2.08,G168
09CM,2,9,33,1.927,G008
09CM,1,5,8,1.802,G008
09CM,2,12,27,1.515,G004
09CM,1,3,3,1.063,G004
09CM,1,6,33,1.668,G147
09CM,2,8,10,2.395,G147
09CM,2,7,17,1.734,G147
09CM,1,4,29,2.231,G147
09CM,1,2,24,1.781,G077
09CM,2,10,19,2.275,G077
09CM,2,7,33,2.517,G064
09CM,1,6,6,1.981,G064
09CM,2,12,20,1.452,G033
09CM,1,4,27,2.549,G033
09CM,1,2,31,2.803,G042
09CM,2,7,2,2.525,G042
09CM,2,10,9,1.918,G062
09CM,1,1,16,1.782,G062
09CM,2,10,33,1.874,G099
09CM,1,6,1,2.789,G099
09CM,2,7,9,1.944,G088
09CM,1,6,13,2.519,G088
09CM,2,12,33,2.289,G154
09CM,1,4,9,2.433,G154
09CM,1,2,10,1.819,G053
09CM,2,11,11,2.471,G053
09CM,2,8,32,2.153,G019
09CM,1,3,13,1.972,G019
09CM,2,11,18,1.911,G149
09CM,1,1,8,1.9,G149
09CM,2,10,30,1.039,G038
09CM,1,2,17,1.746,G038
09CM,1,4,17,1.58,G132
09CM,2,10,24,1.874,G132
09CM,2,10,20,1.661,G169
09CM,1,1,2,2.254,G169
09CM,1,6,30,2.851,G103
09CM,2,7,22,2.223,G103
09CM,2,7,26,1.932,G118
09CM,1,2,4,2.178,G118
09CM,1,5,26,2.029,G170
09CM,2,10,2,1.968,G170
09CM,2,11,12,1.663,G081
09CM,1,4,11,2.574,G081
09CM,2,7,31,3.281,G027
09CM,1,1,18,2.172,G027
09CM,1,5,30,2.117,G152
09CM,2,12,21,1.594,G152
09CM,2,9,27,1.464,G070
09CM,1,2,9,1.518,G070
09CM,1,4,25,1.773,G057
09CM,2,10,21,1.862,G057
09CM,1,3,31,2.392,G171
09CM,2,10,6,2.154,G171
09CM,2,7,23,1.956,G097
09CM,1,2,25,2.602,G097
09CM,1,5,34,1.901,G116
09CM,2,8,30,1.766,G106
09CM,1,4,18,2.134,G106
09CM,1,3,32,1.183,G087
09CM,2,12,3,2.267,G087
09CM,1,4,3,2.037,G034
09CM,2,7,29,1.829,G034
09CM,1,5,12,2.428,G069
09CM,1,1,32,1.634,G078
09CM,2,11,21,1.957,G078
09CM,2,7,13,2.673,G029
09CM,1,3,10,3.006,G029
09CM,1,5,21,1.748,G018
09CM,2,10,22,2.444,G018
09CM,1,3,11,2.355,G091
09CM,2,12,7,2.42,G091
09CM,2,10,10,1.561,G172
09CM,1,6,18,2.132,G172
09CM,2,10,27,2.29,G020
09CM,1,5,10,2.802,G020
09CM,1,2,18,2.624,G155
09CM,2,12,1,2.078,G155
09CM,2,8,26,2.009,G022
09CM,1,4,6,2.533,G022
09CM,2,8,24,1.831,G156
09CM,1,6,28,2.961,G156
09CM,1,6,25,2.511,G140
09CM,1,4,26,2.856,G140
09CM,2,11,5,2.647,G140
09CM,2,11,6,2.547,G140
09CM,2,7,10,1.721,G137
09CM,1,1,28,1.92,G137
09CM,2,9,21,1.977,G173
09CM,1,6,7,2.073,G173
09CM,2,12,13,1.819,G025
09CM,1,5,5,1.888,G025
09CM,2,12,23,1.145,G093
09CM,2,12,29,1.732,G093
09CM,1,4,4,1.329,G093
09CM,1,4,23,2.166,G093
09CM,2,8,33,1.866,G005
09CM,1,2,32,2.203,G005
09CM,1,3,5,2.367,G052
09CM,1,5,17,2.074,G157
09CM,2,11,26,1.887,G157
09CM,2,7,19,2.143,G055
09CM,1,3,2,2.745,G055
09CM,2,11,16,2.489,G158
09CM,1,4,7,2.384,G158
09CM,1,2,33,2.429,G084
09CM,2,12,12,2.288,G084
09CM,2,10,32,2.071,G126
09CM,1,3,6,2.474,G126
09CM,2,10,26,2.227,G074
09CM,1,2,16,2.437,G074
09CM,2,11,10,1.953,G060
09CM,1,6,23,2.552,G060
09CM,1,5,14,2.083,G127
09CM,2,9,16,2.977,G015
09CM,1,5,2,2.551,G015
09CM,2,11,24,2.824,G153
09CM,1,5,6,2.557,G153
09CM,2,7,30,2.147,G001
09CM,1,6,17,2.25,G001
09CM,2,10,5,2.785,G120
09CM,1,2,12,2.551,G120
09CM,2,8,18,2.189,G100
09CM,1,3,9,2.865,G100
09CM,2,9,31,2.862,G090
09CM,1,1,5,2.363,G090
09CM,1,4,24,2.646,G010
09CM,2,9,13,2.404,G010
09CM,2,12,31,2.83,G104
09CM,1,2,6,2.545,G104
09CM,2,11,8,2.588,G112
09CM,1,3,16,2.31,G112
09CM,1,1,15,2.561,G023
09CM,1,1,4,2.196,G056
09CM,2,8,19,2.468,G056
09CM,2,11,32,1.846,G031
09CM,1,5,22,2.242,G031
09CM,2,7,24,2.001,G083
09CM,1,5,23,2.034,G083
09CM,1,4,12,2.287,G107
09CM,2,9,25,2.151,G151
09CM,1,6,5,2.585,G151
09CM,1,5,25,2.419,G133
09CM,2,12,18,1.995,G133
09CM,2,7,8,2.114,G143
09CM,1,4,15,2.187,G143
09CM,2,12,9,2.476,G073
09CM,1,2,22,2.658,G073
09CM,1,5,7,2.352,G109
09CM,1,5,19,1.79,G111
09CM,2,12,6,1.894,G111
09CM,1,2,11,3.174,G076
09CM,2,9,18,2.69,G076
09CM,2,9,26,2.263,G098
09CM,1,1,1,2.584,G098
09CM,1,6,20,1.348,G174
09CM,2,9,19,1.246,G061
09CM,1,6,10,0.685,G061
09CM,2,9,29,1.853,G130
09CM,2,9,32,2.282,G130
09CM,1,2,15,2.11,G130
09CM,1,4,20,2.433,G130
09CM,1,5,24,1.834,G146
09CM,2,9,20,2.368,G146
09CM,1,4,5,1.071,G159
09CM,2,7,3,0.929,G159
09CM,1,6,32,2.249,G175
09CM,2,9,12,1.585,G175
09CM,1,1,13,2.154,G176
09CM,2,10,1,2.052,G176
09CM,2,11,13,2.084,G177
09CM,1,1,6,2.134,G177
